城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,车龄
石家,奔驰C级 2018款 C 200 轿跑车(进口),2018,奔驰C级,3.16,2,自动,38.95,31.8,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4708/1810/1401,2840,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
合肥,奔驰C级 2018款 C 200 运动版,2018,奔驰C级,4.87,2,自动,33.95,24.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4714/1810/1442,2840,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
徐州,奔驰C级 2015款 改款 C 200 L 运动型,2015,奔驰C级,8.23,2,自动,38.4,21.28,国五,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4783/1810/1442,2920,-,1650,涡轮增压,4缸,184,300,汽油,95号,直喷,6
佛山,奔驰C级 2018款 C 200 运动版,2018,奔驰C级,3.4,2,自动,33.95,25.88,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4714/1810/1442,2840,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
哈尔,奔驰C级 2015款 改款 C 180 L 运动型,2015,奔驰C级,2.43,1.6,自动,35.36,21.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4783/1810/1442,2920,-,1605,涡轮增压,4缸,156,250,汽油,95号,直喷,6
成都,奔驰C级 2018款 C 200 L 运动版 成就特别版,2018,奔驰C级,4.85,2,自动,38.4,27.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4783/1810/1442,2920,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
成都,奔驰C级 2015款 C 200 L 运动型,2015,奔驰C级,9.69,2,自动,40.05,20.8,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4783/1810/1442,2920,-,1650,涡轮增压,4缸,184,300,汽油,95号,直喷,6
郑州,奔驰C级 2019款 C 260 L 4MATIC 运动版,2019,奔驰C级,2.91,1.5,自动,41.55,29.99,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4784/1810/1457,2920,-,1750,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,2
无锡,奔驰C级 2016款 C 200 运动版,2016,奔驰C级,2.32,2,自动,34.17,21.3,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4714/1810/1442,2840,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,5
成都,奔驰C级 2019款 C 260 L 运动版,2019,奔驰C级,1,1.5,自动,38.08,27.8,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4784/1810/1457,2920,-,1660,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,2
北京,奔驰C级 2020款 改款 C 260 L 运动版,2020,奔驰C级,1.43,1.5,自动,37.64,31.58,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4784/1810/1457,2920,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,1
广州,奔驰C级 2019款 C 260 L 运动版,2019,奔驰C级,3.06,1.5,自动,38.08,28.3,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4784/1810/1457,2920,-,1660,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,2
长沙,奔驰C级 2018款 C 200 L 运动版,2018,奔驰C级,2.57,2,自动,38.08,27.58,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4783/1810/1442,2920,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
珠海,奔驰C级 2015款 C 200 旅行轿车(进口),2015,奔驰C级,5,2,自动,48.74,27.68,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4729/1810/1462,2840,490-1510,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
珠海,奔驰C级 2015款 C 200 旅行轿车(进口),2015,奔驰C级,5,2,自动,45.48,27.68,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4729/1810/1462,2840,490-1510,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
宁波,奔驰E级 2012款 E 200 CGI Coupe(进口),2012,奔驰E级,13.59,1.8,自动,58.4,15.9,国四,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4701/1786/1393,2760,-,1641,涡轮增压,4缸,184,270,汽油,95号,直喷,9
宁波,奔驰E级 2012款 E 200 CGI Coupe(进口),2012,奔驰E级,13.59,1.8,自动,,15.9,国四,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4701/1786/1393,2760,-,1641,涡轮增压,4缸,184,270,汽油,95号,直喷,9
深圳,奔驰E级 2010款 E 200 CGI 优雅型(进口),2010,奔驰E级,15.5,1.8,自动,52.97,11.58,国四,2,非运营使用性质,公户产权性质,到店服务看车方式,0,4872/1854/1470,2874,-,-,涡轮增压,4缸,184,270,汽油,95号,直喷,11
石家,奔驰E级 2021款 E 260 L,2021,奔驰E级,0.23,1.5,自动,46.76,44.18,国六,2,非运营使用性质,公转私产权性质,到店服务看车方式,0,5078/1860/1484,3079,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,0
石家,奔驰E级 2021款 E 260 L,2021,奔驰E级,0.23,1.5,自动,,44.18,国六,2,非运营使用性质,公转私产权性质,到店服务看车方式,0,5078/1860/1484,3079,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,0
宿迁,奔驰E级 2019款 改款 E 300 L 豪华型,2019,奔驰E级,6.06,2,自动,53.49,43.8,国六,4,非运营使用性质,公转私产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,2
宿迁,奔驰E级 2019款 改款 E 300 L 豪华型,2019,奔驰E级,6.06,2,自动,,43.8,国六,4,非运营使用性质,公转私产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,2
合肥,奔驰E级 2011款 E 260 L CGI时尚型,2011,奔驰E级,15.32,1.8,自动,10.83,11.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1775,涡轮增压,4缸,204,310,汽油,95号,直喷,10
青岛,奔驰E级 2012款 E 300 L 优雅型,2012,奔驰E级,5.05,3,自动,,15.28,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1845,自然吸气,6缸,245,300,汽油,95号,多点电喷,9
青岛,奔驰E级 2012款 E 300 L 优雅型,2012,奔驰E级,5.05,3,自动,63.83,15.28,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1845,自然吸气,6缸,245,300,汽油,95号,多点电喷,9
天津,奔驰E级 2012款 E 200 L CGI优雅型,2012,奔驰E级,13.7,1.8,自动,47.54,13.5,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1740,涡轮增压,4缸,184,270,汽油,95号,直喷,9
天津,奔驰E级 2012款 E 200 L CGI优雅型,2012,奔驰E级,13.7,1.8,自动,,13.5,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1740,涡轮增压,4缸,184,270,汽油,95号,直喷,9
合肥,奔驰E级 2011款 E 260 L CGI时尚型,2011,奔驰E级,15.32,1.8,自动,60.79,11.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5012/1855/1464,3014,540,1775,涡轮增压,4缸,204,310,汽油,95号,直喷,10
北京,奔驰E级 2017款 改款 E 300 运动型,2017,奔驰E级,2,2,自动,,37.2,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4925/1860/1470,2939,-,-,涡轮增压,4缸,245,370,汽油,95号,直喷,4
北京,奔驰E级 2017款 改款 E 300 运动型,2017,奔驰E级,2,2,自动,52.73,37.2,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4925/1860/1470,2939,-,-,涡轮增压,4缸,245,370,汽油,95号,直喷,4
北京,奔驰E级 2018款 E 200 轿跑车(进口),2018,奔驰E级,2.71,2,自动,,45,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4853/1860/1425,2873,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
北京,奔驰E级 2018款 E 200 轿跑车(进口),2018,奔驰E级,2.71,2,自动,56.75,45,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4853/1860/1425,2873,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,3
北京,奔驰E级 2020款 改款 E 260 L 运动型,2020,奔驰E级,10.4,1.5,自动,46.65,41.5,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,1
北京,奔驰E级 2020款 改款 E 260 L 运动型,2020,奔驰E级,10.4,1.5,自动,,41.5,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,1
东莞,奔驰E级 2016款 E 300 L 运动时尚型,2016,奔驰E级,6.94,2,自动,,36.98,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1800,涡轮增压,4缸,245,370,汽油,95号,直喷,5
东莞,奔驰E级 2016款 E 300 L 运动时尚型,2016,奔驰E级,6.94,2,自动,51.54,36.98,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1800,涡轮增压,4缸,245,370,汽油,95号,直喷,5
河源,奔驰E级 2015款 改款 E 200 L,2015,奔驰E级,11.36,2,自动,42.31,23.6,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
呼和,奔驰E级 2014款 改款 E 260 L 运动型,2014,奔驰E级,10.35,1.8,自动,48.3,22,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5021/1854/1487,-,-,-,涡轮增压,4缸,204,310,汽油,95号,直喷,7
呼和,奔驰E级 2014款 改款 E 260 L 运动型,2014,奔驰E级,10.35,1.8,自动,,22,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5021/1854/1487,-,-,-,涡轮增压,4缸,204,310,汽油,95号,直喷,7
昆明,奔驰E级 2015款 E 260 L 运动型,2015,奔驰E级,5,2,自动,50.8,23.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
昆明,奔驰E级 2015款 E 260 L 运动型,2015,奔驰E级,5,2,自动,50.8,23.98,国五,0,使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
昆明,奔驰E级 2015款 E 260 L 运动型,2015,奔驰E级,5,2,自动,,23.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
洛阳,奔驰E级 2015款 改款 E 200 L,2015,奔驰E级,7.72,2,自动,,24.8,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
南京,奔驰E级 2018款 E 200 L 运动型,2018,奔驰E级,6.6,2,自动,47.41,36.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1770,涡轮增压,4缸,184,300,汽油,95号,直喷,3
南京,奔驰E级 2018款 E 200 L 运动型,2018,奔驰E级,6.6,2,自动,,36.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1770,涡轮增压,4缸,184,300,汽油,95号,直喷,3
南京,奔驰E级 2014款 E 260 L 运动型,2014,奔驰E级,13.7,2,自动,,20.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5021/1854/1487,-,-,-,涡轮增压,4缸,204,310,汽油,95号,直喷,7
南京,奔驰E级 2014款 E 260 L 运动型,2014,奔驰E级,13.7,2,自动,48.09,20.98,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5021/1854/1487,-,-,-,涡轮增压,4缸,204,310,汽油,95号,直喷,7
南宁,奔驰E级 2015款 改款 E 180 L 运动型,2015,奔驰E级,7.1,2,自动,,22,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,170,280,汽油,95号,直喷,6
厦门,奔驰E级 2020款 改款 E 300 L 运动殊享版,2020,奔驰E级,2.05,2,自动,,47.3,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,1
深圳,奔驰E级 2015款 E 260 L 运动型,2015,奔驰E级,6.24,2,自动,12.8,22.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
深圳,奔驰E级 2017款 E 300 L 运动时尚型,2017,奔驰E级,2.35,2,自动,10.07,39.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,-,涡轮增压,4缸,245,370,汽油,95号,直喷,4
石家,奔驰E级 2014款 改款 E 260 L 运动型,2014,奔驰E级,10.95,1.8,自动,,21.48,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5021/1854/1487,-,-,-,涡轮增压,4缸,204,310,汽油,95号,直喷,7
无锡,奔驰E级 2010款 E 200 CGI 优雅型(进口),2010,奔驰E级,17,1.8,自动,,12.58,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4872/1854/1470,2874,-,-,涡轮增压,4缸,184,270,汽油,95号,直喷,11
无锡,奔驰E级 2010款 E 200 CGI 优雅型(进口),2010,奔驰E级,17,1.8,自动,52.97,12.58,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4872/1854/1470,2874,-,-,涡轮增压,4缸,184,270,汽油,95号,直喷,11
无锡,奔驰E级 2020款 E 260 轿跑车(进口),2020,奔驰E级,0.8,1.5,自动,7.58,48.8,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4853/1860/1425,2873,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,1
长沙,奔驰E级 2019款 改款 E 300 L 运动时尚型,2019,奔驰E级,3.95,2,自动,,41.98,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,2
郑州,奔驰E级 2021款 改款 E 300 L 豪华型,2021,奔驰E级,0.01,2,自动,54.15,50.5,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5078/1860/1480,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,0
郑州,奔驰E级 2021款 改款 E 300 L 豪华型,2021,奔驰E级,0.01,2,自动,,50.5,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5078/1860/1480,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,0
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,6.8,2,自动,,27.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,6.8,2,自动,50.8,27.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 E 260 L,2015,奔驰E级,6.8,2,自动,52.97,26.98,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 E 260 L,2015,奔驰E级,6.8,2,自动,,26.98,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,7,2,自动,50.8,26.89,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,7,2,自动,,26.89,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2016款 E 300 L 豪华型,2016,奔驰E级,10.34,2,自动,14.43,35.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1800,涡轮增压,4缸,245,370,汽油,95号,直喷,5
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,7,2,自动,,25.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
郑州,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,7.36,2,自动,19.73,26,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
南宁,奔驰E级 2015款 改款 E 180 L 运动型,2015,奔驰E级,5.22,2,自动,43.2,21.8,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,170,280,汽油,95号,直喷,6
重庆,奔驰E级 2015款 E 320 L 运动豪华型,2015,奔驰E级,6.54,3,自动,75.87,27.5,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1880,双涡轮增压,6缸,272,400,汽油,95号,直喷,6
常州,奔驰E级 2017款 E 200 运动型,2017,奔驰E级,7.76,2,自动,45.89,31.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4925/1860/1470,2939,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,4
无锡,奔驰E级 2020款 E 260 轿跑车(进口),2020,奔驰E级,0.8,1.5,自动,56.64,48.8,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4853/1860/1425,2873,-,-,涡轮增压,4缸,184,280,汽油+48V轻混系统,95号,直喷,1
长沙,奔驰E级 2019款 E 300 L 时尚型,2019,奔驰E级,3.95,2,自动,50.56,41.98,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1476,3079,-,1800,涡轮增压,4缸,245,370,汽油,95号,直喷,2
厦门,奔驰E级 2020款 改款 E 300 L 运动殊享版,2020,奔驰E级,2.05,2,自动,54.25,47.3,国六,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1484,3079,-,-,涡轮增压,4缸,258,370,汽油,95号,直喷,1
郑州,奔驰E级 2016款 E 300 L 豪华型,2016,奔驰E级,10.34,2,自动,54.25,35.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,1800,涡轮增压,4缸,245,370,汽油,95号,直喷,5
深圳,奔驰E级 2015款 E 260 L 运动型,2015,奔驰E级,6.24,2,自动,50.8,22.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1769,涡轮增压,4缸,211,350,汽油,95号,直喷,6
无锡,奔驰E级 2015款 改款 E 260 L 运动型,2015,奔驰E级,12,2,自动,50.8,24.8,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,211,350,汽油,95号,直喷,6
河源,奔驰E级 2015款 改款 E 200 L,2015,奔驰E级,11.36,2,自动,46.57,23.6,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
洛阳,奔驰E级 2015款 改款 E 200 L,2015,奔驰E级,7.72,2,自动,46.57,24.8,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,-,涡轮增压,4缸,184,300,汽油,95号,直喷,6
深圳,奔驰E级 2017款 E 300 L 运动时尚型,2017,奔驰E级,2.35,2,自动,51.54,39.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,5065/1860/1467,3079,-,-,涡轮增压,4缸,245,370,汽油,95号,直喷,4
石家,奔驰E级 2015款 E 200 L 运动型,2015,奔驰E级,7.32,2,自动,46.57,23.68,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,5024/1854/1477,3014,-,1745,涡轮增压,4缸,184,300,汽油,95号,直喷,6
